,Replicate,Sample,Control
1222,PACADD137.311cas9_RepA_p6_batch3,ACH-001377,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1223,PACADD137.311cas9_RepB_p6_batch3,ACH-001377,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1224,YD8.311Cas9_RepA_p6_batch3,ACH-000630,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1225,YD8.311Cas9_RepB_p6_batch3,ACH-000630,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1226,OACM51.311Cas9_RepA_p6_batch3,ACH-001368,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1227,OACM51.311Cas9_RepB_p6_batch3,ACH-001368,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1228,SNB75.311Cas9_RepA_p6_batch3,ACH-000504,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1229,SNB75.311Cas9_RepB_p6_batch3,ACH-000504,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1230,YD.15.311cas9_RepA_p6_batch3,ACH-000836,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1231,YD.15.311cas9_RepB_p6_batch3,ACH-000836,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1232,ESO26.311cas9_RepA_p6_batch3,ACH-001496,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1233,ESO26.311cas9_RepB_p6_batch3,ACH-001496,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1234,HDMY7.311Cas9_RepA_p6_batch3,ACH-000190,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1235,HDMY7.311Cas9_RepB_p6_batch3,ACH-000190,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1236,BT.16.311Cas9_RepA_p6_batch3,ACH-001020,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1237,BT.16.311Cas9_RepB_p6_batch3,ACH-001020,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1238,BT.12.311Cas9_RepA_p6_batch3,ACH-000160,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1239,BT.12.311Cas9_RepB_p6_batch3,ACH-000160,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1240,MCC13.311cas9_RepA_p6_batch3,ACH-001550,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1241,MCC13.311cas9_RepB_p6_batch3,ACH-001550,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1242,TTC549.311Cas9_RepA_p6_batch3,ACH-001211,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1243,TTC549.311Cas9_RepB_p6_batch3,ACH-001211,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1244,SK.UT.1.311Cas9_RepA_p6_batch3,ACH-000939,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1245,SK.UT.1.311Cas9_RepB_p6_batch3,ACH-000939,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1246,PECAPJ49.311cas9_RepA_p6_batch3,ACH-000735,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1247,PECAPJ49.311cas9_RepB_p6_batch3,ACH-000735,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1248,FLO1.311cas9_RepA_p6_batch3,ACH-001500,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1249,FLO1.311cas9_RepB_p6_batch3,ACH-001500,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1250,G402.311Cas9_RepA_p6_batch3,ACH-000375,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1251,G402.311Cas9_RepB_p6_batch3,ACH-000375,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1252,HSC1.311Cas9_RepA_P6_batch3,ACH-001523,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1253,HSC1.311Cas9_RepB_P6_batch3,ACH-001523,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1254,UMUC16_311Cas9_RepA_B_P6_batch3,ACH-001409,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1255,KatO.III.Rep.A.P6_batch3,ACH-000793,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1256,KatoIII.RepB.P6_batch3,ACH-000793,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1257,HMY1.311cas9_RepA_p6_batch3,ACH-001522,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1258,HMY1.311cas9_RepB_p6_batch3,ACH-001522,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1259,MEL202.311cas9_RepA_p6_batch3,ACH-001554,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1260,MEL202.311cas9_RepB_p6_batch3,ACH-001554,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1261,SNU46.311Cas9_RepA_p6_batch3,ACH-000500,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1262,SNU46.311Cas9_RepB_p6_batch3,ACH-000500,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1263,UM.UC.10.311cas9_RepA_p6_batch3,ACH-001412,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1264,UM.UC.10.311cas9_RepB_p6_batch3,ACH-001412,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1265,MM127.311cas9_RepA_p5_batch3,ACH-001563,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1266,MM127.311cas9_RepB_p5_batch3,ACH-001563,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1267,OCI5X.311cas9_RepA_p6_batch3,ACH-001369,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1268,OCI5X.311cas9_RepB_p6_batch3,ACH-001369,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1269,SISO.311cas9_RepA_p6_batch3,ACH-001650,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1270,SISO.311cas9_RepB_p6_batch3,ACH-001650,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1271,SISO.311cas9_RepC_p6_batch3,ACH-001650,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1272,C10.311cas9_RepA_p4_batch3,ACH-001454,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1273,C10.311cas9_RepB_p4_batch3,ACH-001454,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1274,KE97.311Cas9_RepA_p6_batch3,ACH-000167,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1275,KE97.311Cas9_RepB_p6_batch3,ACH-000167,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1276,SUM159PT.311Cas9_RepA_p5_batch3,ACH-001391,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1277,KCL22.311Cas9_RepA_p6_batch3,ACH-000983,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1278,KCL22.311Cas9_RepB_p6_batch3,ACH-000983,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1279,Blue1.311cas9_RepA_p6_batch3,ACH-001450,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1280,Blue1.311cas9_RepB_p6_batch3,ACH-001450,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1281,JURLMK1.311Cas9_RepA_p6_batch3,ACH-000326,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1282,JURLMK1.311Cas9_RepB_p6_batch3,ACH-000326,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1283,TC.71.311Cas9_RepA_p6_batch3,ACH-000424,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1284,TC.71.311Cas9_RepB_p6_batch3,ACH-000424,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1285,UMUC6.311cas9_RepB_p6_batch3,ACH-001414,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1286,ANGMCSS.311Cas9_RepA_p6_batch3,ACH-001329,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1287,ANGMCSS.311Cas9_RepB_p6_batch3,ACH-001329,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1288,LAN2.311Cas9_RepA_p5_batch3,ACH-001354,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1289,MM370.311cas9_RepA_p6_batch3,ACH-001566,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1290,MM386.311cas9_RepA_p6_batch3,ACH-001568,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1291,MM386.311cas9_RepB_p6_batch3,ACH-001568,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1292,SK.NEP.1.311ca9_RepA_p6_batch3,ACH-001192,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1293,SK.NEP.1.311ca9_RepB_p6_batch3,ACH-001192,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1294,SNU668.311cas9_RepA_p6_batch3,ACH-000344,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1295,SUM149PT.311cas9_RepA_p6_batch3,ACH-001390,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1296,C75.311cas9_RepA_p5_batch3,ACH-001458,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
1297,C75.311cas9_RepB_p5_batch3,ACH-001458,Avana.4..Hu.pDNA..M.AA40..9.30.15._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15...0.2pg.uL._batch3:Avana.4..Hu.pDNA..M.AA40..9.30.15..0.2pg.uL_batch3:Avana.4..Hu.pDNA..M.AF34..11.27.18..0.2pg.uL_batch3
