,Algorithm,Dataset,nnmd,line
387,ComBat+QN,CCR-JACKS,-4.95370192403167,ACH-001163
388,ComBat+QN,CCR-JACKS,-4.797941611736421,ACH-001164
389,ComBat+QN,CCR-JACKS,-5.814368312596254,ACH-001173
390,ComBat+QN,CCR-JACKS,-4.972267246530819,ACH-001183
391,ComBat+QN,CCR-JACKS,-5.079683838530435,ACH-001184
392,ComBat+QN,CCR-JACKS,-5.011272654696176,ACH-001192
393,ComBat+QN,CCR-JACKS,-5.195776389037957,ACH-001196
394,ComBat+QN,CCR-JACKS,-5.1585133470392455,ACH-001197
395,ComBat+QN,CCR-JACKS,-4.168380001163306,ACH-001205
396,ComBat+QN,CCR-JACKS,-5.193673707452459,ACH-001211
397,ComBat+QN,CCR-JACKS,-4.5556384563058705,ACH-001212
398,ComBat+QN,CCR-JACKS,-4.562230027861623,ACH-001228
399,ComBat+QN,CCR-JACKS,-5.119746614592693,ACH-001232
400,ComBat+QN,CCR-JACKS,-5.403547667614614,ACH-001239
401,ComBat+QN,CCR-JACKS,-4.901018502001048,ACH-001274
402,ComBat+QN,CCR-JACKS,-5.217585297154786,ACH-001275
403,ComBat+QN,CCR-JACKS,-4.931628696234102,ACH-001277
404,ComBat+QN,CCR-JACKS,-5.464045540432742,ACH-001278
405,ComBat+QN,CCR-JACKS,-4.1580281711715585,ACH-001280
406,ComBat+QN,CCR-JACKS,-5.160431054543888,ACH-001283
407,ComBat+QN,CCR-JACKS,-5.485356097732414,ACH-001289
408,ComBat+QN,CCR-JACKS,-4.290955583789435,ACH-001295
409,ComBat+QN,CCR-JACKS,-4.524126571811918,ACH-001300
410,ComBat+QN,CCR-JACKS,-4.554017342845567,ACH-001301
411,ComBat+QN,CCR-JACKS,-4.379119636118395,ACH-001302
412,ComBat+QN,CCR-JACKS,-4.27267615383041,ACH-001303
413,ComBat+QN,CCR-JACKS,-5.606465358485791,ACH-001306
414,ComBat+QN,CCR-JACKS,-5.275379509972503,ACH-001318
415,ComBat+QN,CCR-JACKS,-4.873323995716699,ACH-001322
416,ComBat+QN,CCR-JACKS,-5.485042417880623,ACH-001328
417,ComBat+QN,CCR-JACKS,-5.006507822309604,ACH-001329
418,ComBat+QN,CCR-JACKS,-5.32088729877555,ACH-001333
419,ComBat+QN,CCR-JACKS,-5.274054537876818,ACH-001336
420,ComBat+QN,CCR-JACKS,-5.719895715332247,ACH-001340
421,ComBat+QN,CCR-JACKS,-5.378152373568336,ACH-001346
422,ComBat+QN,CCR-JACKS,-4.7837021428549855,ACH-001353
423,ComBat+QN,CCR-JACKS,-4.133375957349901,ACH-001354
424,ComBat+QN,CCR-JACKS,-4.9009625911171115,ACH-001366
425,ComBat+QN,CCR-JACKS,-4.731657490129324,ACH-001369
426,ComBat+QN,CCR-JACKS,-3.8810389362119206,ACH-001374
427,ComBat+QN,CCR-JACKS,-5.233046274314177,ACH-001375
428,ComBat+QN,CCR-JACKS,-5.2534075354898935,ACH-001377
429,ComBat+QN,CCR-JACKS,-5.649119255694392,ACH-001380
430,ComBat+QN,CCR-JACKS,-5.22456196347716,ACH-001390
431,ComBat+QN,CCR-JACKS,-4.726894596822784,ACH-001391
432,ComBat+QN,CCR-JACKS,-5.7026858215958836,ACH-001407
433,ComBat+QN,CCR-JACKS,-5.452149106226145,ACH-001408
434,ComBat+QN,CCR-JACKS,-4.220302999560784,ACH-001409
435,ComBat+QN,CCR-JACKS,-5.115522781575634,ACH-001412
436,ComBat+QN,CCR-JACKS,-4.967117170232301,ACH-001413
437,ComBat+QN,CCR-JACKS,-5.213323278832517,ACH-001414
438,ComBat+QN,CCR-JACKS,-4.014991138224324,ACH-001415
439,ComBat+QN,CCR-JACKS,-3.860263173167787,ACH-001430
440,ComBat+QN,CCR-JACKS,-4.764722149913347,ACH-001431
441,ComBat+QN,CCR-JACKS,-5.07887357191773,ACH-001433
442,ComBat+QN,CCR-JACKS,-5.463948951410866,ACH-001450
443,ComBat+QN,CCR-JACKS,-3.48113411242462,ACH-001454
444,ComBat+QN,CCR-JACKS,-4.3898001807230935,ACH-001458
445,ComBat+QN,CCR-JACKS,-4.37555742756272,ACH-001521
446,ComBat+QN,CCR-JACKS,-5.128412422957276,ACH-001522
447,ComBat+QN,CCR-JACKS,-5.394529310748967,ACH-001523
448,ComBat+QN,CCR-JACKS,-4.804541647733788,ACH-001524
449,ComBat+QN,CCR-JACKS,-5.6384222627712735,ACH-001529
450,ComBat+QN,CCR-JACKS,-5.097911691716385,ACH-001532
451,ComBat+QN,CCR-JACKS,-4.5940225422250585,ACH-001536
452,ComBat+QN,CCR-JACKS,-4.786181556134577,ACH-001550
453,ComBat+QN,CCR-JACKS,-4.588454109070848,ACH-001552
454,ComBat+QN,CCR-JACKS,-5.484856619037455,ACH-001554
455,ComBat+QN,CCR-JACKS,-4.752139504064797,ACH-001555
456,ComBat+QN,CCR-JACKS,-4.994601124899224,ACH-001563
457,ComBat+QN,CCR-JACKS,-5.1755355075815235,ACH-001566
458,ComBat+QN,CCR-JACKS,-5.327085151508487,ACH-001568
459,ComBat+QN,CCR-JACKS,-4.340282973976415,ACH-001645
460,ComBat+QN,CCR-JACKS,-5.676984589187415,ACH-001647
461,ComBat+QN,CCR-JACKS,-5.3470423895278625,ACH-001650
462,ComBat+QN,CCR-JACKS,-4.317648643100953,ACH-001735
463,ComBat+QN,CCR-JACKS,-5.402014899685284,ACH-001736
464,ComBat+QN,CCR-JACKS,-3.6692102166268175,ACH-001737
465,ComBat+QN,CCR-JACKS,-4.9208287471311865,ACH-001740
466,ComBat+QN,CCR-JACKS,-5.342126611302031,ACH-001745
467,ComBat+QN,CCR-JACKS,-5.1183329259214965,ACH-001750
468,ComBat+QN,CCR-JACKS,-5.251140783051127,ACH-001765
469,ComBat+QN,CCR-JACKS,-4.175158017958847,ACH-001814
470,ComBat+QN,CCR-JACKS,-4.630760282977608,ACH-001838
471,ComBat+QN,CCR-JACKS,-5.213163606142093,ACH-001956
472,ComBat+QN,CCR-JACKS,-4.8039297164178745,ACH-001957
473,ComBat+QN,CCR-JACKS,-4.819422110528189,ACH-000001
474,ComBat+QN,CCR-JACKS,-4.3848867683493715,ACH-000019
475,ComBat+QN,CCR-JACKS,-5.727031589099215,ACH-000023
476,ComBat+QN,CCR-JACKS,-5.262566477003361,ACH-000024
477,ComBat+QN,CCR-JACKS,-5.746452529751521,ACH-000048
478,ComBat+QN,CCR-JACKS,-5.0718543858947385,ACH-000075
479,ComBat+QN,CCR-JACKS,-4.524061340761626,ACH-000094
480,ComBat+QN,CCR-JACKS,-4.647179842593421,ACH-000103
481,ComBat+QN,CCR-JACKS,-5.0671161437931085,ACH-000111
482,ComBat+QN,CCR-JACKS,-4.798264679187767,ACH-000114
483,ComBat+QN,CCR-JACKS,-4.74884947793032,ACH-000124
484,ComBat+QN,CCR-JACKS,-4.788508989936133,ACH-000139
485,ComBat+QN,CCR-JACKS,-4.4365865521937415,ACH-000144
486,ComBat+QN,CCR-JACKS,-5.092206840426597,ACH-000147
487,ComBat+QN,CCR-JACKS,-4.552209075442973,ACH-000149
488,ComBat+QN,CCR-JACKS,-4.94992063205213,ACH-000155
489,ComBat+QN,CCR-JACKS,-4.475823376591505,ACH-000176
490,ComBat+QN,CCR-JACKS,-5.263794029401497,ACH-000181
491,ComBat+QN,CCR-JACKS,-4.222674633292478,ACH-000192
492,ComBat+QN,CCR-JACKS,-4.149578712334537,ACH-000200
493,ComBat+QN,CCR-JACKS,-5.241426902602032,ACH-000207
494,ComBat+QN,CCR-JACKS,-4.735133609675392,ACH-000213
495,ComBat+QN,CCR-JACKS,-5.165088509367656,ACH-000219
496,ComBat+QN,CCR-JACKS,-4.688485658951164,ACH-000222
497,ComBat+QN,CCR-JACKS,-4.986338983025661,ACH-000227
498,ComBat+QN,CCR-JACKS,-5.319321607778059,ACH-000249
499,ComBat+QN,CCR-JACKS,-4.364412573795622,ACH-000252
500,ComBat+QN,CCR-JACKS,-5.050584480591949,ACH-000269
501,ComBat+QN,CCR-JACKS,-5.452730532356693,ACH-000271
502,ComBat+QN,CCR-JACKS,-5.13102287184366,ACH-000276
503,ComBat+QN,CCR-JACKS,-5.31259756375172,ACH-000282
504,ComBat+QN,CCR-JACKS,-4.995864280532088,ACH-000305
505,ComBat+QN,CCR-JACKS,-5.5037206726396235,ACH-000320
506,ComBat+QN,CCR-JACKS,-5.267243208444104,ACH-000336
507,ComBat+QN,CCR-JACKS,-5.697257468362337,ACH-000341
508,ComBat+QN,CCR-JACKS,-5.3232782692204035,ACH-000354
509,ComBat+QN,CCR-JACKS,-4.367929312933845,ACH-000366
510,ComBat+QN,CCR-JACKS,-3.9874026204563666,ACH-000367
511,ComBat+QN,CCR-JACKS,-5.476926388513657,ACH-000391
512,ComBat+QN,CCR-JACKS,-5.491022481912927,ACH-000395
513,ComBat+QN,CCR-JACKS,-4.462055376122341,ACH-000417
514,ComBat+QN,CCR-JACKS,-5.228597434386364,ACH-000427
515,ComBat+QN,CCR-JACKS,-5.505051468074062,ACH-000430
516,ComBat+QN,CCR-JACKS,-4.61567378725212,ACH-000438
517,ComBat+QN,CCR-JACKS,-5.274197230090548,ACH-000442
518,ComBat+QN,CCR-JACKS,-3.2147156062952766,ACH-000501
519,ComBat+QN,CCR-JACKS,-5.084129581696256,ACH-000532
520,ComBat+QN,CCR-JACKS,-4.600812728029658,ACH-000535
521,ComBat+QN,CCR-JACKS,-5.3775817525911895,ACH-000546
522,ComBat+QN,CCR-JACKS,-4.6134895868062165,ACH-000554
523,ComBat+QN,CCR-JACKS,-5.123657711399145,ACH-000558
524,ComBat+QN,CCR-JACKS,-3.978746170917031,ACH-000561
525,ComBat+QN,CCR-JACKS,-4.322568448073616,ACH-000562
526,ComBat+QN,CCR-JACKS,-4.452358971559073,ACH-000563
527,ComBat+QN,CCR-JACKS,-4.9574598637928515,ACH-000565
528,ComBat+QN,CCR-JACKS,-5.2541186321292965,ACH-000581
529,ComBat+QN,CCR-JACKS,-5.204627565632658,ACH-000587
530,ComBat+QN,CCR-JACKS,-5.42350894062641,ACH-000595
531,ComBat+QN,CCR-JACKS,-4.519322970589743,ACH-000599
532,ComBat+QN,CCR-JACKS,-5.635085065918583,ACH-000609
533,ComBat+QN,CCR-JACKS,-5.4160851143336854,ACH-000656
534,ComBat+QN,CCR-JACKS,-5.57858964246731,ACH-000660
535,ComBat+QN,CCR-JACKS,-5.413545522941093,ACH-000662
536,ComBat+QN,CCR-JACKS,-4.6960501971632596,ACH-000666
537,ComBat+QN,CCR-JACKS,-4.045640085395173,ACH-000668
538,ComBat+QN,CCR-JACKS,-4.346450776820953,ACH-000704
539,ComBat+QN,CCR-JACKS,-5.086026884003886,ACH-000717
540,ComBat+QN,CCR-JACKS,-4.975015546368386,ACH-000719
541,ComBat+QN,CCR-JACKS,-4.721520924600805,ACH-000722
542,ComBat+QN,CCR-JACKS,-4.2317855196238305,ACH-000860
543,ComBat+QN,CCR-JACKS,-5.290970485094919,ACH-000863
544,ComBat+QN,CCR-JACKS,-4.767753620087531,ACH-000864
545,ComBat+QN,CCR-JACKS,-4.776727824846902,ACH-000879
546,ComBat+QN,CCR-JACKS,-5.221334489244417,ACH-000894
547,ComBat+QN,CCR-JACKS,-4.967142434556534,ACH-000919
548,ComBat+QN,CCR-JACKS,-4.683016888807111,ACH-000934
549,ComBat+QN,CCR-JACKS,-4.015360278706617,ACH-000945
550,ComBat+QN,CCR-JACKS,-5.157425613200173,ACH-000950
551,ComBat+QN,CCR-JACKS,-4.537179538295236,ACH-000956
552,ComBat+QN,CCR-JACKS,-4.917790733687777,ACH-000962
553,ComBat+QN,CCR-JACKS,-4.830298664818242,ACH-000966
554,ComBat+QN,CCR-JACKS,-5.372409747760254,ACH-000970
555,ComBat+QN,CCR-JACKS,-4.902709752804319,ACH-000971
556,ComBat+QN,CCR-JACKS,-4.502234651174323,ACH-000977
557,ComBat+QN,CCR-JACKS,-5.588269397022602,ACH-000979
558,ComBat+QN,CCR-JACKS,-4.477053902466858,ACH-000985
559,ComBat+QN,CCR-JACKS,-4.963188879615813,ACH-000991
560,ComBat+QN,CCR-JACKS,-5.408444941608995,ACH-000997
561,ComBat+QN,CCR-JACKS,-5.216802272832951,ACH-001016
562,ComBat+QN,CCR-JACKS,-4.8279822469829945,ACH-001039
563,ComBat+QN,CCR-JACKS,-5.547595737893385,ACH-001063
564,ComBat+QN,CCR-JACKS,-4.991783418909016,ACH-001065
565,ComBat+QN,CCR-JACKS,-4.621328135471836,ACH-001081
566,ComBat+QN,CCR-JACKS,-5.623385287302945,ACH-001107
567,ComBat+QN,CCR-JACKS,-5.136919502120365,ACH-001126
568,ComBat+QN,CCR-JACKS,-4.633964485281056,ACH-001137
569,ComBat+QN,CCR-JACKS,-4.972259488323888,ACH-001193
570,ComBat+QN,CCR-JACKS,-5.065893161561484,ACH-001233
571,ComBat+QN,CCR-JACKS,-5.535526448348271,ACH-001331
572,ComBat+QN,CCR-JACKS,-4.69265539997423,ACH-001345
573,ComBat+QN,CCR-JACKS,-5.346962395023204,ACH-001399
574,ComBat+QN,CCR-JACKS,-5.001708531373864,ACH-001418
575,ComBat+QN,CCR-JACKS,-4.650232398953182,ACH-001494
576,ComBat+QN,CCR-JACKS,-4.318302894919136,ACH-001497
577,ComBat+QN,CCR-JACKS,-4.874605910103781,ACH-001517
578,ComBat+QN,CCR-JACKS,-5.550557717965821,ACH-001542
579,ComBat+QN,CCR-JACKS,-4.2376728943452395,ACH-001544
580,ComBat+QN,CCR-JACKS,-5.079169399304229,ACH-001603
581,ComBat+QN,CCR-JACKS,-5.11137570223325,ACH-001605
582,ComBat+QN,CCR-JACKS,-4.779510032119161,ACH-001606
583,ComBat+QN,CCR-JACKS,-4.438438794808348,ACH-001625
584,ComBat+QN,CCR-JACKS,-4.865770842630965,ACH-001626
585,ComBat+QN,CCR-JACKS,-5.421506247535324,ACH-001630
586,ComBat+QN,CCR-JACKS,-4.47604418077738,ACH-001632
587,ComBat+QN,CCR-JACKS,-4.18765048143192,ACH-001639
588,ComBat+QN,CCR-JACKS,-5.317111764519898,ACH-001674
589,ComBat+QN,CCR-JACKS,-4.769744485983137,ACH-001819
590,ComBat+QN,CCR-JACKS,-4.438681349669189,ACH-001820
591,ComBat+QN,CCR-JACKS,-5.394360898094114,ACH-002029
592,ComBat+QN,CCR-JACKS,-5.543716851857346,ACH-002043
593,ComBat+QN,CCR-JACKS,-5.434615612505059,ACH-002045
594,ComBat+QN,CCR-JACKS,-5.177790884331514,ACH-002083
595,ComBat+QN,CCR-JACKS,-4.361305050237469,ACH-002105
596,ComBat+QN,CCR-JACKS,-5.405208121603689,ACH-002106
597,ComBat+QN,CCR-JACKS,-5.047987886885664,ACH-002109
598,ComBat+QN,CCR-JACKS,-5.798033256730467,ACH-002110
599,ComBat+QN,CCR-JACKS,-5.577341601290105,ACH-002114
600,ComBat+QN,CCR-JACKS,-5.032394556705403,ACH-002116
601,ComBat+QN,CCR-JACKS,-5.316082630830609,ACH-002119
602,ComBat+QN,CCR-JACKS,-5.320127454923794,ACH-002140
603,ComBat+QN,CCR-JACKS,-5.509381335821417,ACH-002141
604,ComBat+QN,CCR-JACKS,-4.597494876965745,ACH-002143
605,ComBat+QN,CCR-JACKS,-5.384140852149769,ACH-002150
606,ComBat+QN,CCR-JACKS,-4.918085502540325,ACH-002156
607,ComBat+QN,CCR-JACKS,-5.536664899468358,ACH-002160
608,ComBat+QN,CCR-JACKS,-5.3977800035510475,ACH-002161
609,ComBat+QN,CCR-JACKS,-4.73306649870956,ACH-002179
610,ComBat+QN,CCR-JACKS,-5.090208986095416,ACH-002181
611,ComBat+QN,CCR-JACKS,-4.355989900442666,ACH-002183
612,ComBat+QN,CCR-JACKS,-5.053191479667419,ACH-002186
613,ComBat+QN,CCR-JACKS,-5.000411124908818,ACH-002189
614,ComBat+QN,CCR-JACKS,-3.96852083110293,ACH-002198
615,ComBat+QN,CCR-JACKS,-5.329415453273747,ACH-002202
616,ComBat+QN,CCR-JACKS,-5.57763710044366,ACH-002210
617,ComBat+QN,CCR-JACKS,-5.465709192819147,ACH-002212
618,ComBat+QN,CCR-JACKS,-5.3480285296930745,ACH-002217
619,ComBat+QN,CCR-JACKS,-5.63540590615614,ACH-002228
620,ComBat+QN,CCR-JACKS,-4.419592874344759,ACH-002229
621,ComBat+QN,CCR-JACKS,-4.7738728091390525,ACH-002230
622,ComBat+QN,CCR-JACKS,-4.63544522168139,ACH-002233
623,ComBat+QN,CCR-JACKS,-4.726544448331631,ACH-002234
624,ComBat+QN,CCR-JACKS,-5.454388457228231,ACH-002239
625,ComBat+QN,CCR-JACKS,-4.302085306463731,ACH-002243
626,ComBat+QN,CCR-JACKS,-4.830605950070653,ACH-002247
627,ComBat+QN,CCR-JACKS,-5.437036034120106,ACH-002249
628,ComBat+QN,CCR-JACKS,-5.258429857229872,ACH-002250
629,ComBat+QN,CCR-JACKS,-5.374426447522076,ACH-002251
630,ComBat+QN,CCR-JACKS,-5.224242347593202,ACH-002257
631,ComBat+QN,CCR-JACKS,-4.989121680551415,ACH-002261
632,ComBat+QN,CCR-JACKS,-5.668341798210719,ACH-002263
633,ComBat+QN,CCR-JACKS,-5.358590968744767,ACH-002265
634,ComBat+QN,CCR-JACKS,-5.109158959620189,ACH-002269
635,ComBat+QN,CCR-JACKS,-4.643214194894795,ACH-002278
636,ComBat+QN,CCR-JACKS,-4.7602879268005145,ACH-002280
637,ComBat+QN,CCR-JACKS,-5.176118357354327,ACH-002282
638,ComBat+QN,CCR-JACKS,-5.373234465536667,ACH-002283
639,ComBat+QN,CCR-JACKS,-5.037881589997641,ACH-002284
640,ComBat+QN,CCR-JACKS,-5.987724062390817,ACH-002285
641,ComBat+QN,CCR-JACKS,-5.4856503690073355,ACH-002294
642,ComBat+QN,CCR-JACKS,-5.338707434748538,ACH-002295
643,ComBat+QN,CCR-JACKS,-5.43017680747426,ACH-002296
644,ComBat+QN,CCR-JACKS,-5.216664283002626,ACH-002297
645,ComBat+QN,CCR-JACKS,-4.647770903555663,ACH-002298
646,ComBat+QN,CCR-JACKS,-5.5084220790905505,ACH-002304
647,ComBat+QN,CCR-JACKS,-4.538216348389637,ACH-002305
648,ComBat+QN,CCR-JACKS,-4.583689802167494,ACH-001227
649,ComBat+QN,CCR-JACKS,-5.946584488204208,ACH-001190
650,ComBat+QN,CCR-JACKS,-5.997646633364819,ACH-000273
651,ComBat+QN,CCR-JACKS,-6.718069495167486,ACH-000376
652,ComBat+QN,CCR-JACKS,-5.550406756894671,ACH-000817
653,ComBat+QN,CCR-JACKS,-6.108905951226078,ACH-000696
654,ComBat+QN,CCR-JACKS,-6.047249373967274,ACH-001151
655,ComBat+QN,CCR-JACKS,-5.542941959063758,ACH-000504
656,ComBat+QN,CCR-JACKS,-5.968944517563694,ACH-000232
657,ComBat+QN,CCR-JACKS,-5.656118786554293,ACH-000861
658,ComBat+QN,CCR-JACKS,-5.82191524692093,ACH-000148
659,ComBat+QN,CCR-JACKS,-6.256612840739204,ACH-000552
660,ComBat+QN,CCR-JACKS,-5.887355169623547,ACH-000900
661,ComBat+QN,CCR-JACKS,-5.531695924762951,ACH-000768
662,ComBat+QN,CCR-JACKS,-5.437566617604188,ACH-000969
663,ComBat+QN,CCR-JACKS,-5.604142739998769,ACH-000657
664,ComBat+QN,CCR-JACKS,-5.328364798191326,ACH-000464
665,ComBat+QN,CCR-JACKS,-6.210802703508953,ACH-000030
666,ComBat+QN,CCR-JACKS,-5.765357351183397,ACH-000947
667,ComBat+QN,CCR-JACKS,-6.224453431713002,ACH-000917
668,ComBat+QN,CCR-JACKS,-4.779636775323023,ACH-000910
669,ComBat+QN,CCR-JACKS,-6.149021726510211,ACH-000756
670,ComBat+QN,CCR-JACKS,-6.170937201283633,ACH-000847
671,ComBat+QN,CCR-JACKS,-5.942632934880963,ACH-000265
672,ComBat+QN,CCR-JACKS,-5.980903135241594,ACH-000584
673,ComBat+QN,CCR-JACKS,-6.103251792694871,ACH-000132
674,ComBat+QN,CCR-JACKS,-6.282146097134097,ACH-000183
675,ComBat+QN,CCR-JACKS,-5.459258632776036,ACH-000469
676,ComBat+QN,CCR-JACKS,-5.864115291578487,ACH-000694
677,ComBat+QN,CCR-JACKS,-6.077656201913502,ACH-000452
678,ComBat+QN,CCR-JACKS,-6.223755555517999,ACH-000787
679,ComBat+QN,CCR-JACKS,-5.63149768641487,ACH-000204
680,ComBat+QN,CCR-JACKS,-5.54241778777528,ACH-000408
681,ComBat+QN,CCR-JACKS,-5.64355131778437,ACH-000318
682,ComBat+QN,CCR-JACKS,-5.399459655101872,ACH-000505
683,ComBat+QN,CCR-JACKS,-5.697579804381461,ACH-000652
684,ComBat+QN,CCR-JACKS,-5.584192389145755,ACH-000974
685,ComBat+QN,CCR-JACKS,-5.763208148234625,ACH-000424
686,ComBat+QN,CCR-JACKS,-5.541255492509912,ACH-001368
687,ComBat+QN,CCR-JACKS,-5.9333254780088085,ACH-000113
688,ComBat+QN,CCR-JACKS,-5.8895213829287565,ACH-000619
689,ComBat+QN,CCR-JACKS,-5.645639091301974,ACH-000383
690,ComBat+QN,CCR-JACKS,-6.377239699950959,ACH-000544
691,ComBat+QN,CCR-JACKS,-5.864881905099628,ACH-001654
692,ComBat+QN,CCR-JACKS,-5.530092011102888,ACH-000794
693,ComBat+QN,CCR-JACKS,-5.049311429759034,ACH-001332
694,ComBat+QN,CCR-JACKS,-6.223385124473931,ACH-000601
695,ComBat+QN,CCR-JACKS,-6.206650126570801,ACH-000118
696,ComBat+QN,CCR-JACKS,-6.022767717811089,ACH-001496
697,ComBat+QN,CCR-JACKS,-5.335210796831188,ACH-000926
698,ComBat+QN,CCR-JACKS,-5.916763185711816,ACH-000769
699,ComBat+QN,CCR-JACKS,-5.882339323991957,ACH-000524
700,ComBat+QN,CCR-JACKS,-6.262082519768009,ACH-000527
701,ComBat+QN,CCR-JACKS,-5.6516156842439065,ACH-000108
702,ComBat+QN,CCR-JACKS,-5.9715615343868444,ACH-000911
703,ComBat+QN,CCR-JACKS,-5.650095998518384,ACH-000738
704,ComBat+QN,CCR-JACKS,-5.323579838452877,ACH-000778
705,ComBat+QN,CCR-JACKS,-6.232830965598094,ACH-000843
706,ComBat+QN,CCR-JACKS,-5.833900358683337,ACH-000858
707,ComBat+QN,CCR-JACKS,-4.9279091181664265,ACH-000622
708,ComBat+QN,CCR-JACKS,-5.483625620265714,ACH-000714
709,ComBat+QN,CCR-JACKS,-6.286568578120515,ACH-000849
710,ComBat+QN,CCR-JACKS,-5.78464857985735,ACH-000573
711,ComBat+QN,CCR-JACKS,-5.275670483904069,ACH-000876
712,ComBat+QN,CCR-JACKS,-6.110577944075202,ACH-000510
713,ComBat+QN,CCR-JACKS,-6.016098011904744,ACH-000980
714,ComBat+QN,CCR-JACKS,-5.860015254384111,ACH-000067
715,ComBat+QN,CCR-JACKS,-5.550613934801155,ACH-000007
716,ComBat+QN,CCR-JACKS,-5.4204244439689635,ACH-000957
717,ComBat+QN,CCR-JACKS,-4.938128818229622,ACH-000293
718,ComBat+QN,CCR-JACKS,-5.093880882097613,ACH-000793
719,ComBat+QN,CCR-JACKS,-5.676163200334152,ACH-000841
720,ComBat+QN,CCR-JACKS,-5.488128110823926,ACH-000481
721,ComBat+QN,CCR-JACKS,-5.281546184482889,ACH-000035
722,ComBat+QN,CCR-JACKS,-5.41638916299987,ACH-000869
723,ComBat+QN,CCR-JACKS,-6.2641772052570674,ACH-000781
724,ComBat+QN,CCR-JACKS,-5.497000663821042,ACH-000414
725,ComBat+QN,CCR-JACKS,-5.1665128518658925,ACH-000434
726,ComBat+QN,CCR-JACKS,-5.568535320764024,ACH-000740
727,ComBat+QN,CCR-JACKS,-6.406551114076707,ACH-000788
728,ComBat+QN,CCR-JACKS,-5.6369837639203695,ACH-000411
729,ComBat+QN,CCR-JACKS,-5.5998212003301395,ACH-000421
730,ComBat+QN,CCR-JACKS,-5.251408531335469,ACH-000958
731,ComBat+QN,CCR-JACKS,-5.4515801937450545,ACH-000651
732,ComBat+QN,CCR-JACKS,-6.178151210125916,ACH-000880
733,ComBat+QN,CCR-JACKS,-5.570781993206424,ACH-000846
734,ComBat+QN,CCR-JACKS,-6.419815828251761,ACH-000906
735,ComBat+QN,CCR-JACKS,-5.527363671739495,ACH-000374
736,ComBat+QN,CCR-JACKS,-5.323381522416596,ACH-000859
737,ComBat+QN,CCR-JACKS,-5.673124607872457,ACH-000223
738,ComBat+QN,CCR-JACKS,-6.1107715608543165,ACH-000624
739,ComBat+QN,CCR-JACKS,-5.225023896723163,ACH-000699
740,ComBat+QN,CCR-JACKS,-5.754052688728144,ACH-000248
741,ComBat+QN,CCR-JACKS,-5.389303454499102,ACH-000681
742,ComBat+QN,CCR-JACKS,-5.8108650961023045,ACH-000120
743,ComBat+QN,CCR-JACKS,-5.113868472945534,ACH-001715
744,ComBat+QN,CCR-JACKS,-6.290584710472508,ACH-000856
745,ComBat+QN,CCR-JACKS,-6.170573718023377,ACH-000832
746,ComBat+QN,CCR-JACKS,-5.600745205575765,ACH-000518
747,ComBat+QN,CCR-JACKS,-5.3045526838441,ACH-000244
748,ComBat+QN,CCR-JACKS,-6.2696798045390985,ACH-000243
749,ComBat+QN,CCR-JACKS,-4.162629709522138,ACH-000350
750,ComBat+QN,CCR-JACKS,-5.820976972178897,ACH-000948
751,ComBat+QN,CCR-JACKS,-6.022425025767297,ACH-000323
752,ComBat+QN,CCR-JACKS,-5.708202472560574,ACH-000548
753,ComBat+QN,CCR-JACKS,-5.85880147168957,ACH-000137
754,ComBat+QN,CCR-JACKS,-6.081960282101202,ACH-000784
755,ComBat+QN,CCR-JACKS,-5.394305615900743,ACH-000637
756,ComBat+QN,CCR-JACKS,-5.40030196856048,ACH-000824
757,ComBat+QN,CCR-JACKS,-6.067126870252503,ACH-000865
758,ComBat+QN,CCR-JACKS,-6.071644137426654,ACH-000809
759,ComBat+QN,CCR-JACKS,-5.390770054910411,ACH-000873
760,ComBat+QN,CCR-JACKS,-5.904533943234118,ACH-000855
761,ComBat+QN,CCR-JACKS,-5.716487166958936,ACH-000823
762,ComBat+QN,CCR-JACKS,-5.552085314145109,ACH-000711
763,ComBat+QN,CCR-JACKS,-5.7571461163076965,ACH-001500
764,ComBat+QN,CCR-JACKS,-6.108980838220097,ACH-000913
765,ComBat+QN,CCR-JACKS,-5.862742166074778,ACH-000585
766,ComBat+QN,CCR-JACKS,-5.731558372243146,ACH-000936
767,ComBat+QN,CCR-JACKS,-5.01166411474429,ACH-000308
768,ComBat+QN,CCR-JACKS,-6.3904874902011475,ACH-000098
769,ComBat+QN,CCR-JACKS,-4.0052040612402555,ACH-000878
770,ComBat+QN,CCR-JACKS,-5.891544590113758,ACH-000238
771,ComBat+QN,CCR-JACKS,-5.999946625224567,ACH-000965
772,ComBat+QN,CCR-JACKS,-6.277995735653473,ACH-000943
773,ComBat+QN,CCR-JACKS,-6.286160714602201,ACH-000260
774,ComBat+QN,CCR-JACKS,-5.591111536040087,ACH-000665
775,ComBat+QN,CCR-JACKS,-6.097972186469752,ACH-000748
776,ComBat+QN,CCR-JACKS,-5.438292237728549,ACH-000060
777,ComBat+QN,CCR-JACKS,-5.833435893020399,ACH-000235
778,ComBat+QN,CCR-JACKS,-5.3320293042067135,ACH-000042
779,ComBat+QN,CCR-JACKS,-5.965328065506111,ACH-000291
780,ComBat+QN,CCR-JACKS,-5.647780151327707,ACH-000932
781,ComBat+QN,CCR-JACKS,-5.90444542727139,ACH-000437
782,ComBat+QN,CCR-JACKS,-5.29156573624428,ACH-000677
783,ComBat+QN,CCR-JACKS,-5.814430770391442,ACH-000885
